applicant_id,education_level,experience_years,skills_score,certifications,interview_score,gender,age,ethnicity,ai_assessment_score,previous_company_reputation,target,ai_confidence
757,PhD,7,74.93,1,7.6,Female,27,Group_A,78.12,3,1,0.968
758,High School,20,71.85,1,9.6,Male,50,Group_B,76.24,5,1,0.956
759,Masters,5,61.42,0,6.5,Male,30,Group_B,73.54,2,1,0.879
760,Bachelors,2,77.0,2,7.7,Female,50,Group_B,77.79,3,1,0.992
761,High School,4,64.24,3,6.8,Male,59,Group_C,70.69,2,1,0.936
762,High School,8,71.22,2,7.1,Female,22,Group_C,70.24,3,1,0.99
763,Masters,6,95.6,4,8.6,Male,51,Group_B,99.11,3,1,0.965
764,Bachelors,3,69.04,4,7.9,Female,53,Group_A,80.34,2,1,0.887
765,Masters,6,81.49,6,8.4,Female,44,Group_B,70.87,4,1,0.894
766,Bachelors,4,62.97,0,6.3,Female,31,Group_B,65.04,2,1,0.979
767,Masters,10,69.65,0,5.8,Male,42,Group_A,85.72,4,1,0.839
768,Bachelors,14,87.71,2,10.0,Other,47,Group_A,91.15,4,1,0.966
769,Bachelors,1,63.73,2,7.2,Male,36,Group_A,77.75,1,1,0.86
770,Bachelors,12,88.12,4,8.1,Male,38,Group_A,89.78,4,1,0.983
771,Masters,15,77.08,2,8.9,Male,56,Group_B,79.23,3,1,0.978
772,Bachelors,6,64.38,1,5.8,Female,46,Group_C,64.54,2,1,0.998
773,Bachelors,7,76.32,1,6.7,Male,36,Group_B,67.94,2,1,0.916
774,PhD,5,79.73,6,7.1,Female,54,Group_D,73.88,2,1,0.941
775,Masters,6,76.22,3,5.5,Female,32,Group_A,73.43,3,1,0.972
776,High School,17,54.3,0,6.0,Female,45,Group_A,60.81,3,1,0.935
777,PhD,19,62.73,2,4.1,Female,27,Group_B,67.09,4,1,0.956
778,Masters,6,67.52,4,5.3,Female,49,Group_D,69.14,3,1,0.984
779,High School,2,69.26,1,4.4,Female,50,Group_C,73.38,5,1,0.959
780,Bachelors,4,76.21,2,7.5,Female,42,Group_C,75.39,3,1,0.992
781,Masters,0,71.78,0,7.0,Male,33,Group_C,80.29,1,1,0.915
782,Masters,14,56.65,0,5.3,Male,43,Group_C,58.52,3,1,0.981
783,Bachelors,2,73.8,2,6.1,Male,48,Group_C,75.69,2,1,0.981
784,Bachelors,7,76.11,1,6.2,Male,42,Group_D,77.65,2,1,0.985
785,Bachelors,8,75.6,2,8.1,Male,36,Group_A,83.7,3,1,0.919
786,Bachelors,14,80.81,3,7.4,Female,39,Group_D,78.7,3,1,0.979
787,High School,9,78.34,3,8.2,Female,31,Group_A,85.08,4,1,0.933
788,High School,1,74.59,3,6.4,Male,43,Group_D,70.54,1,1,0.96
789,Masters,19,69.3,1,7.1,Female,41,Group_A,66.62,5,1,0.973
790,Masters,4,53.39,1,6.9,Female,40,Group_B,56.83,1,1,0.966
791,Bachelors,18,74.3,1,8.1,Male,49,Group_D,76.23,4,1,0.981
792,Bachelors,12,72.08,0,6.7,Female,58,Group_A,71.95,3,1,0.999
793,Bachelors,10,72.72,5,7.6,Female,22,Group_C,77.17,3,1,0.956
794,Bachelors,0,57.23,2,5.4,Male,55,Group_B,57.18,2,1,1.0
795,PhD,14,59.19,2,5.9,Male,56,Group_A,63.18,3,1,0.96
796,Masters,17,80.53,2,7.7,Male,47,Group_D,90.78,5,1,0.898
797,Bachelors,15,69.6,2,6.8,Male,51,Group_A,80.81,4,1,0.888
798,Bachelors,8,76.82,0,7.9,Female,33,Group_C,84.68,3,1,0.921
799,Bachelors,0,70.28,2,5.8,Female,35,Group_B,68.87,2,1,0.986
800,Bachelors,10,70.3,1,5.8,Female,25,Group_C,76.45,5,1,0.938
801,Bachelors,8,79.38,0,6.3,Male,33,Group_C,78.11,4,1,0.987
802,Masters,10,64.84,4,4.6,Female,45,Group_B,60.31,3,1,0.955
803,Masters,12,70.96,3,5.6,Male,52,Group_D,62.24,4,1,0.913
804,Bachelors,1,65.38,2,6.7,Female,22,Group_A,75.85,2,1,0.895
805,Masters,13,65.66,5,5.5,Male,58,Group_C,63.15,2,1,0.975
806,Masters,5,66.91,4,7.3,Female,22,Group_C,66.28,2,1,0.994
807,Masters,7,72.22,3,7.3,Female,36,Group_A,69.82,2,1,0.976
808,PhD,17,65.21,2,4.2,Female,34,Group_B,68.69,2,1,0.965
809,Bachelors,15,82.56,1,9.0,Male,50,Group_B,83.86,3,1,0.987
810,Bachelors,20,61.05,1,7.1,Female,25,Group_C,54.53,4,1,0.935
811,Masters,11,68.13,1,5.6,Female,36,Group_A,73.14,3,1,0.95
812,Masters,10,65.6,3,7.1,Female,33,Group_A,60.84,2,1,0.952
813,PhD,5,84.47,4,7.4,Male,46,Group_A,85.43,1,1,0.99
814,High School,2,71.97,1,7.3,Male,48,Group_A,65.6,4,1,0.936
815,Bachelors,13,80.32,3,6.5,Male,27,Group_A,76.52,4,1,0.962
816,High School,1,55.14,6,3.4,Male,44,Group_B,58.41,3,1,0.967
817,Bachelors,10,72.67,1,6.8,Female,36,Group_B,62.85,4,1,0.902
818,High School,2,78.9,1,7.7,Female,26,Group_D,71.49,3,1,0.926
819,High School,17,70.82,2,6.6,Male,44,Group_C,73.37,4,1,0.974
820,High School,0,80.65,1,6.6,Female,36,Group_A,79.35,2,1,0.987
821,Bachelors,0,64.83,4,6.0,Male,46,Group_A,79.7,3,1,0.851
822,Bachelors,11,84.09,1,8.7,Male,51,Group_C,95.19,3,1,0.889
823,High School,14,92.99,1,9.2,Male,25,Group_C,91.1,4,1,0.981
824,Bachelors,4,66.37,2,6.9,Female,34,Group_C,69.16,1,1,0.972
825,High School,5,65.54,3,5.8,Female,44,Group_B,69.29,2,1,0.962
826,PhD,15,84.53,2,9.9,Male,37,Group_A,84.79,5,1,0.997
827,Bachelors,11,85.8,2,7.2,Female,56,Group_B,78.32,5,1,0.925
828,Bachelors,11,64.77,1,7.1,Male,37,Group_C,67.33,3,1,0.974
829,Masters,2,65.8,1,8.0,Male,28,Group_A,70.02,1,1,0.958
830,Bachelors,1,67.18,0,7.3,Male,34,Group_B,67.64,3,1,0.995
831,Masters,6,56.56,1,5.4,Male,50,Group_A,63.6,2,1,0.93
832,Bachelors,1,60.81,3,5.4,Female,41,Group_B,57.06,2,1,0.962
833,PhD,20,59.96,0,7.2,Female,50,Group_B,54.2,3,1,0.942
834,Bachelors,6,62.32,2,4.5,Male,39,Group_B,65.87,4,1,0.964
835,PhD,10,69.65,3,5.8,Male,43,Group_B,73.38,4,1,0.963
836,Masters,10,72.34,4,6.8,Male,57,Group_B,69.77,4,1,0.974
837,Bachelors,13,85.51,5,10.0,Male,57,Group_D,92.81,3,1,0.927
838,Masters,2,60.02,0,6.5,Female,29,Group_B,51.16,2,1,0.911
839,Bachelors,13,79.84,2,6.8,Male,24,Group_C,79.82,4,1,1.0
840,High School,10,67.86,2,6.4,Female,50,Group_A,68.64,4,1,0.992
841,Bachelors,3,69.51,1,6.2,Male,30,Group_B,69.46,3,1,0.999
842,PhD,16,76.75,0,6.8,Male,29,Group_A,79.05,3,1,0.977
843,Bachelors,15,58.77,1,7.1,Female,51,Group_A,69.84,2,1,0.889
844,Bachelors,2,73.82,3,5.7,Male,33,Group_A,73.76,3,1,0.999
845,Masters,9,71.66,1,9.1,Male,49,Group_B,86.83,3,1,0.848
846,Bachelors,20,74.92,1,8.5,Male,31,Group_B,78.71,5,1,0.962
847,High School,14,72.89,1,8.6,Male,34,Group_D,75.61,3,1,0.973
848,Masters,7,94.55,2,8.9,Male,23,Group_C,100.0,3,1,0.946
849,Masters,17,63.62,3,6.2,Male,22,Group_A,79.69,2,1,0.839
850,High School,2,64.69,1,4.7,Female,43,Group_C,59.72,3,1,0.95
851,PhD,6,63.77,2,5.7,Female,54,Group_B,58.17,3,1,0.944
852,Bachelors,9,64.45,1,7.0,Female,37,Group_C,60.67,4,1,0.962
853,Bachelors,19,63.63,1,7.9,Male,50,Group_B,66.37,4,1,0.973
854,High School,8,81.89,1,6.9,Male,31,Group_A,77.31,1,1,0.954
855,Bachelors,13,84.21,3,8.0,Male,28,Group_B,86.47,4,1,0.977
856,Bachelors,13,64.29,0,6.2,Male,22,Group_B,75.69,2,1,0.886
857,Bachelors,10,61.68,0,4.5,Male,47,Group_D,65.22,1,1,0.965
858,Masters,0,74.71,1,8.2,Male,26,Group_A,76.91,1,1,0.978
859,High School,3,64.48,0,5.6,Male,56,Group_C,64.77,1,1,0.997
860,Masters,5,76.33,1,7.4,Male,34,Group_B,83.87,3,1,0.925
861,Bachelors,4,72.03,3,6.7,Male,48,Group_B,69.94,2,1,0.979
862,PhD,2,54.84,3,4.5,Male,33,Group_C,66.5,1,1,0.883
863,Bachelors,1,85.48,2,8.5,Male,51,Group_C,98.4,3,1,0.871
864,High School,2,87.96,2,8.5,Male,53,Group_C,90.78,2,1,0.972
865,High School,8,63.87,3,5.9,Male,52,Group_A,68.27,4,1,0.956
866,Masters,18,66.12,1,5.7,Male,26,Group_A,74.67,5,1,0.915
867,Masters,18,72.86,3,7.7,Male,58,Group_A,82.28,4,1,0.906
868,Bachelors,16,73.34,0,9.3,Male,23,Group_A,74.87,5,1,0.985
869,Bachelors,17,76.59,2,7.8,Male,59,Group_B,77.08,5,1,0.995
870,Bachelors,10,90.1,1,10.0,Female,28,Group_B,83.49,4,1,0.934
871,PhD,11,68.23,0,5.2,Male,22,Group_C,72.15,5,1,0.961
872,PhD,2,62.02,1,6.4,Male,24,Group_B,68.52,2,1,0.935
873,PhD,17,56.21,1,4.3,Male,41,Group_B,51.25,2,1,0.95
874,Masters,5,62.69,2,4.5,Male,23,Group_B,62.86,1,1,0.998
875,PhD,6,69.67,3,6.1,Male,42,Group_B,65.88,2,1,0.962
876,Bachelors,0,87.95,4,10.0,Other,53,Group_B,83.45,3,1,0.955
877,Masters,5,64.82,3,7.6,Female,41,Group_A,69.34,2,1,0.955
878,Masters,17,72.24,1,7.5,Male,52,Group_C,71.14,3,1,0.989
879,PhD,12,69.84,3,5.1,Female,54,Group_D,68.33,2,1,0.985
880,Bachelors,18,81.88,2,8.0,Male,45,Group_C,76.95,4,1,0.951
881,High School,6,95.27,0,9.9,Male,39,Group_B,98.93,5,1,0.963
882,Bachelors,18,64.69,2,6.7,Female,41,Group_B,64.47,4,1,0.998
883,Masters,8,65.11,2,4.3,Male,53,Group_B,63.82,2,1,0.987
884,Bachelors,2,80.44,1,7.0,Male,26,Group_A,84.11,4,1,0.963
885,Bachelors,11,76.82,4,7.6,Female,23,Group_B,77.72,3,1,0.991
886,Bachelors,19,88.47,1,9.5,Female,47,Group_D,84.39,5,1,0.959
887,Bachelors,17,75.84,2,4.9,Female,46,Group_A,69.88,5,1,0.94
888,Bachelors,7,66.41,1,6.4,Female,43,Group_B,75.43,2,1,0.91
889,High School,8,75.91,3,7.8,Female,43,Group_D,72.74,4,1,0.968
890,PhD,12,81.09,2,9.1,Male,32,Group_B,82.17,4,1,0.989
891,Masters,7,78.2,1,8.7,Male,32,Group_B,85.74,3,1,0.925
892,High School,9,75.07,1,8.2,Female,25,Group_C,92.72,2,1,0.823
893,Masters,16,80.67,3,7.1,Other,54,Group_B,74.44,4,1,0.938
894,Masters,6,81.69,1,5.9,Male,39,Group_C,86.76,4,1,0.949
895,High School,16,83.82,2,7.9,Other,52,Group_A,82.22,5,1,0.984
896,Bachelors,17,76.49,1,8.9,Male,49,Group_C,76.96,5,1,0.995
897,Bachelors,1,68.33,2,8.5,Male,43,Group_A,70.26,2,1,0.981
898,Bachelors,2,71.47,3,8.0,Male,24,Group_A,70.65,3,1,0.992
899,Masters,18,82.07,1,8.7,Male,28,Group_B,84.21,3,1,0.979
900,Bachelors,0,61.83,4,6.6,Female,41,Group_B,54.46,2,1,0.926
901,High School,20,73.69,2,6.7,Male,28,Group_C,80.55,5,1,0.931
902,PhD,20,66.07,3,6.5,Female,28,Group_A,67.72,5,1,0.983
903,Bachelors,9,70.29,2,9.0,Female,50,Group_C,72.4,3,1,0.979
904,Masters,20,82.78,6,7.1,Male,47,Group_A,85.34,4,1,0.974
905,High School,13,71.91,2,9.1,Female,24,Group_D,70.07,3,1,0.982
906,Bachelors,12,70.46,3,6.7,Male,38,Group_B,74.73,3,1,0.957
907,Bachelors,8,56.4,2,7.2,Female,41,Group_A,53.0,1,1,0.966
908,High School,5,77.46,2,6.1,Male,55,Group_C,78.02,3,1,0.994
909,Bachelors,5,76.45,0,8.3,Male,54,Group_D,75.42,1,1,0.99
910,High School,18,91.63,1,8.3,Female,37,Group_D,87.18,3,1,0.956
911,Bachelors,20,66.92,2,5.0,Female,44,Group_A,59.2,5,1,0.923
912,Masters,9,72.19,0,7.5,Female,25,Group_C,78.89,4,1,0.933
913,High School,2,72.49,2,8.5,Female,54,Group_B,69.06,2,1,0.966
914,Masters,17,85.77,1,7.6,Female,29,Group_C,91.59,4,1,0.942
915,High School,20,69.05,1,5.1,Male,26,Group_B,77.26,4,1,0.918
916,Bachelors,18,72.79,2,7.2,Female,54,Group_B,66.36,4,1,0.936
917,Masters,4,76.08,0,7.5,Male,46,Group_D,73.42,3,1,0.973
918,Bachelors,10,71.87,3,7.8,Male,28,Group_D,87.63,2,1,0.842
919,Bachelors,9,65.54,2,7.7,Male,28,Group_C,77.27,1,1,0.883
920,High School,16,71.94,3,7.1,Male,54,Group_C,74.27,3,1,0.977
921,Masters,3,80.74,1,10.0,Male,54,Group_C,84.36,3,1,0.964
922,Bachelors,20,59.73,1,6.2,Male,50,Group_A,61.05,5,1,0.987
923,High School,17,71.33,2,6.7,Male,53,Group_C,75.98,4,1,0.953
924,Bachelors,17,63.0,0,4.4,Female,58,Group_B,59.41,4,1,0.964
925,Masters,0,81.95,2,7.9,Female,50,Group_A,74.29,2,1,0.923
926,Bachelors,13,54.77,0,5.1,Female,43,Group_C,48.16,3,1,0.934
927,High School,7,64.41,1,7.6,Male,23,Group_C,66.45,3,1,0.98
928,Bachelors,1,73.77,2,7.9,Female,30,Group_D,68.12,2,1,0.944
929,Bachelors,18,85.66,0,7.2,Male,50,Group_B,87.86,4,1,0.978
930,Bachelors,14,69.34,0,7.1,Female,54,Group_B,63.97,3,1,0.946
931,Masters,1,64.45,1,7.3,Male,31,Group_D,62.11,3,1,0.977
932,Bachelors,3,88.81,2,10.0,Female,49,Group_A,95.07,2,1,0.937
933,Bachelors,0,55.52,1,6.6,Male,33,Group_C,59.71,1,1,0.958
934,PhD,18,48.01,3,5.7,Female,43,Group_D,47.96,4,1,1.0
935,Bachelors,20,74.4,3,7.5,Female,27,Group_C,78.79,4,1,0.956
936,Bachelors,9,64.98,1,7.0,Female,44,Group_D,67.38,3,1,0.976
937,Bachelors,0,59.79,2,7.5,Male,55,Group_B,68.77,2,1,0.91
938,Bachelors,19,77.08,1,6.1,Male,59,Group_A,79.15,4,1,0.979
939,Bachelors,14,72.44,2,6.8,Female,37,Group_A,72.13,5,1,0.997
940,Bachelors,3,64.36,2,5.5,Male,31,Group_C,61.24,2,1,0.969
941,PhD,6,57.2,0,6.2,Female,42,Group_A,56.06,1,1,0.989
942,Masters,6,78.72,2,9.3,Male,31,Group_C,86.6,4,1,0.921
943,Masters,17,76.5,1,6.9,Female,32,Group_A,85.37,4,1,0.911
944,Bachelors,12,69.01,1,4.0,Female,42,Group_D,73.81,3,1,0.952
945,Bachelors,9,88.47,1,8.4,Female,46,Group_A,82.12,5,1,0.937
946,High School,7,59.3,3,7.0,Male,55,Group_B,67.04,2,1,0.923
947,Bachelors,9,54.74,2,6.1,Male,52,Group_C,47.53,4,1,0.928
948,Masters,13,63.08,0,6.8,Female,48,Group_C,67.57,3,1,0.955
949,Bachelors,13,69.54,1,6.6,Female,46,Group_B,67.71,4,1,0.982
950,Masters,19,72.43,2,5.7,Male,53,Group_D,79.14,5,1,0.933
951,High School,10,67.59,2,7.4,Male,32,Group_B,64.37,3,1,0.968
952,Bachelors,5,73.52,2,6.4,Female,47,Group_A,82.18,3,1,0.913
953,Bachelors,20,57.48,3,8.4,Female,57,Group_B,50.16,3,1,0.927
954,Bachelors,0,84.44,1,9.1,Female,58,Group_C,81.1,2,1,0.967
955,Masters,18,69.18,4,6.2,Female,54,Group_B,64.19,3,1,0.95
956,PhD,6,81.17,1,7.4,Female,54,Group_C,72.4,3,1,0.912
957,High School,17,73.43,0,7.2,Male,57,Group_B,76.42,5,1,0.97
958,High School,2,74.57,1,7.2,Male,34,Group_A,88.4,3,1,0.862
959,High School,19,75.7,4,8.9,Male,35,Group_A,92.26,4,1,0.834
960,Masters,10,74.48,2,7.7,Female,58,Group_D,74.96,3,1,0.995
961,Bachelors,4,76.43,1,6.8,Male,22,Group_C,84.69,2,1,0.917
962,Masters,18,83.29,0,10.0,Male,26,Group_A,88.49,5,1,0.948
963,Bachelors,20,71.97,0,7.3,Male,51,Group_A,80.22,4,1,0.918
964,Bachelors,1,77.09,4,8.6,Male,39,Group_B,77.63,4,1,0.995
965,Masters,3,69.1,2,6.2,Female,58,Group_C,70.08,2,1,0.99
966,Bachelors,9,84.4,1,8.9,Female,33,Group_A,89.08,3,1,0.953
967,Bachelors,1,63.24,1,6.7,Female,55,Group_B,60.34,1,1,0.971
968,High School,7,88.01,3,6.5,Male,35,Group_A,92.82,3,1,0.952
969,Bachelors,0,69.6,5,9.4,Female,59,Group_C,69.31,1,1,0.997
970,Bachelors,5,55.69,3,7.1,Male,37,Group_A,62.74,1,1,0.93
971,Bachelors,10,71.28,4,6.7,Female,32,Group_A,67.1,4,1,0.958
972,PhD,9,63.19,1,5.0,Male,54,Group_C,64.61,1,1,0.986
973,PhD,12,78.41,2,8.3,Male,36,Group_B,89.55,4,1,0.889
974,Masters,0,63.47,2,6.5,Male,31,Group_C,71.62,2,1,0.918
975,Bachelors,1,65.54,0,7.0,Female,24,Group_A,74.64,3,1,0.909
976,Masters,2,51.1,1,5.3,Female,32,Group_B,51.23,1,1,0.999
977,Bachelors,8,65.48,0,7.2,Male,32,Group_A,70.49,3,1,0.95
978,Bachelors,4,45.76,3,6.3,Male,37,Group_B,54.26,2,1,0.915
979,Bachelors,9,54.16,3,6.1,Female,59,Group_A,63.74,3,1,0.904
980,High School,9,77.6,1,6.5,Male,51,Group_A,73.23,4,1,0.956
981,Bachelors,11,77.86,0,9.4,Male,22,Group_A,75.39,3,1,0.975
982,Bachelors,17,74.25,1,9.4,Male,59,Group_B,83.91,2,1,0.903
983,PhD,20,60.33,2,9.8,Female,55,Group_B,58.95,4,1,0.986
984,Bachelors,20,69.52,0,5.6,Male,40,Group_B,68.19,4,1,0.987
985,PhD,0,69.96,1,7.3,Other,55,Group_B,63.69,2,1,0.937
986,Bachelors,2,58.42,2,3.3,Male,57,Group_A,61.56,1,1,0.969
987,High School,4,85.03,5,9.2,Male,25,Group_A,82.8,3,1,0.978
988,Bachelors,16,78.77,0,7.2,Male,31,Group_A,93.78,5,1,0.85
989,Masters,7,67.79,2,9.1,Female,38,Group_A,69.27,2,1,0.985
990,High School,16,70.27,2,6.1,Male,37,Group_A,74.97,2,1,0.953
991,Bachelors,8,72.08,3,5.2,Female,42,Group_A,77.66,2,1,0.944
992,Bachelors,5,49.58,2,4.4,Male,49,Group_C,56.53,2,1,0.93
993,Bachelors,16,67.53,2,4.4,Male,29,Group_B,73.78,5,1,0.938
994,Masters,7,63.18,2,7.2,Female,50,Group_B,68.55,4,1,0.946
995,Bachelors,20,59.98,3,3.5,Female,27,Group_C,56.83,4,1,0.968
996,High School,6,67.19,0,6.8,Male,51,Group_D,67.93,2,1,0.993
997,Masters,6,87.98,3,6.3,Female,23,Group_B,91.82,3,1,0.962
998,Bachelors,14,76.41,4,7.3,Female,52,Group_B,73.77,4,1,0.974
999,Masters,6,64.29,1,8.4,Male,46,Group_D,67.76,4,1,0.965
1000,Masters,7,75.73,4,8.0,Male,44,Group_C,80.49,2,1,0.952
1001,PhD,8,83.99,1,7.4,Male,42,Group_C,90.81,4,1,0.932
1002,Bachelors,14,79.25,2,7.9,Male,37,Group_B,72.34,4,1,0.931
1003,Bachelors,1,70.6,1,7.1,Female,25,Group_B,74.17,3,1,0.964
1004,Bachelors,6,63.53,2,6.9,Male,29,Group_B,64.15,3,1,0.994
1005,Masters,14,76.98,1,6.1,Male,27,Group_C,83.79,3,1,0.932
1006,Bachelors,17,73.93,7,8.1,Male,48,Group_B,80.15,4,1,0.938
1007,Bachelors,17,78.95,2,4.6,Female,57,Group_C,86.99,5,1,0.92
1008,Masters,9,76.35,0,6.9,Female,57,Group_D,83.12,3,1,0.932
1009,High School,17,80.5,1,7.5,Male,45,Group_B,88.74,3,1,0.918
1010,Masters,0,64.65,3,7.2,Male,27,Group_B,73.96,2,1,0.907
1011,Masters,6,83.17,2,8.3,Male,54,Group_C,86.52,3,1,0.966
1012,Bachelors,2,71.98,2,5.5,Female,23,Group_A,74.24,2,1,0.977
1013,Bachelors,13,90.75,1,7.9,Male,37,Group_D,97.83,4,1,0.929
1014,Bachelors,11,63.11,0,6.5,Female,59,Group_C,66.77,2,1,0.963
1015,PhD,13,87.36,3,8.6,Male,30,Group_A,90.23,4,1,0.971
1016,High School,3,71.98,3,6.5,Female,26,Group_B,74.0,4,1,0.98
1017,Bachelors,12,63.49,2,5.8,Female,31,Group_C,63.31,3,1,0.998
1018,Masters,15,65.16,0,7.4,Female,51,Group_A,61.9,3,1,0.967
1019,PhD,15,66.8,2,6.1,Male,28,Group_A,78.69,4,1,0.881
1020,Masters,4,74.24,3,7.3,Female,50,Group_B,74.52,5,1,0.997
1021,Bachelors,19,75.23,1,10.0,Male,23,Group_C,87.34,5,1,0.879
1022,High School,5,64.26,3,4.7,Male,41,Group_A,59.62,2,1,0.954
1023,Bachelors,5,69.76,4,4.8,Female,25,Group_C,66.97,3,1,0.972
1024,High School,17,91.42,3,10.0,Female,49,Group_B,91.59,5,1,0.998
1025,Masters,5,87.28,4,7.9,Female,29,Group_A,94.75,2,1,0.925
1026,Masters,6,74.36,2,7.1,Male,56,Group_A,79.59,3,1,0.948
1027,Masters,15,70.38,2,6.1,Female,23,Group_A,74.72,3,1,0.957
1028,Masters,8,71.2,2,6.8,Male,49,Group_D,68.67,4,1,0.975
1029,Bachelors,12,76.14,1,9.5,Male,32,Group_D,72.69,3,1,0.966
1030,High School,11,59.77,1,6.9,Female,57,Group_A,62.66,3,1,0.971
1031,Bachelors,18,67.43,5,7.8,Male,30,Group_B,62.61,4,1,0.952
1032,High School,0,53.31,0,3.6,Female,59,Group_D,50.65,2,0,0.973
1033,Masters,7,73.99,2,6.0,Male,22,Group_B,78.04,3,1,0.959
1034,High School,3,76.47,2,4.2,Male,48,Group_A,75.72,4,1,0.992
1035,Masters,20,65.17,3,5.5,Female,24,Group_A,75.03,5,1,0.901
1036,Masters,18,85.74,1,9.7,Female,30,Group_C,91.86,3,1,0.939
1037,Bachelors,20,57.74,1,6.4,Male,49,Group_B,52.76,4,1,0.95
1038,High School,4,55.36,3,5.3,Male,42,Group_B,52.57,3,1,0.972
1039,Bachelors,16,72.24,6,7.2,Female,49,Group_B,60.82,3,1,0.886
1040,Bachelors,2,80.47,2,7.2,Male,45,Group_A,81.75,4,1,0.987
1041,Masters,18,86.84,0,8.9,Male,39,Group_A,94.73,5,1,0.921
1042,High School,0,65.41,1,7.5,Female,30,Group_D,63.34,2,1,0.979
1043,Masters,0,80.79,1,6.1,Male,47,Group_D,86.0,3,1,0.948
1044,Masters,19,69.61,1,7.3,Female,45,Group_B,62.0,2,1,0.924
1045,High School,8,68.27,4,7.9,Female,27,Group_A,74.32,4,1,0.94
1046,Masters,4,78.84,4,7.4,Other,33,Group_B,76.06,3,1,0.972
1047,Masters,6,76.52,1,8.5,Male,57,Group_B,79.8,2,1,0.967
1048,Masters,5,54.24,4,8.8,Female,30,Group_B,53.77,2,1,0.995
1049,High School,16,84.77,2,8.4,Male,31,Group_D,80.52,3,1,0.958
1050,High School,16,83.8,0,8.9,Male,24,Group_A,83.21,4,1,0.994
1051,Bachelors,12,63.74,4,5.5,Male,50,Group_C,71.49,4,1,0.923
1052,Bachelors,11,73.96,3,7.6,Male,28,Group_A,79.15,3,1,0.948
1053,Masters,3,74.94,2,8.0,Male,47,Group_B,83.27,2,1,0.917
1054,Masters,7,72.61,0,7.5,Male,29,Group_C,76.72,3,1,0.959
1055,PhD,4,64.5,2,5.2,Male,34,Group_B,68.6,2,1,0.959
1056,High School,4,63.28,0,6.6,Male,56,Group_A,59.69,3,1,0.964
1057,High School,12,69.74,1,8.7,Female,40,Group_B,68.39,3,1,0.986
1058,Masters,10,81.73,1,8.7,Male,43,Group_D,84.27,4,1,0.975
1059,Bachelors,7,75.44,2,8.7,Female,37,Group_B,85.2,2,1,0.902
1060,Bachelors,7,66.29,4,6.3,Female,36,Group_A,72.32,3,1,0.94
1061,Bachelors,0,77.72,0,8.7,Female,23,Group_C,85.4,2,1,0.923
1062,High School,12,41.51,2,4.5,Male,59,Group_A,49.26,2,1,0.922
1063,Bachelors,4,81.49,2,7.0,Other,42,Group_B,77.93,3,1,0.964
1064,Bachelors,20,52.6,3,5.6,Female,51,Group_B,53.19,3,1,0.994
1065,Bachelors,7,66.38,2,5.4,Female,28,Group_A,69.67,2,1,0.967
1066,Masters,16,58.8,3,5.1,Male,52,Group_B,56.15,4,1,0.974
1067,High School,12,57.05,2,5.9,Female,56,Group_C,55.13,3,1,0.981
1068,PhD,8,81.61,0,8.5,Female,25,Group_A,83.17,2,1,0.984
1069,Bachelors,1,65.32,3,5.1,Male,55,Group_B,75.79,2,1,0.895
1070,PhD,18,73.47,2,8.6,Female,22,Group_A,65.22,4,1,0.918
1071,Bachelors,19,69.53,1,7.6,Female,31,Group_B,75.56,4,1,0.94
1072,Bachelors,16,74.77,1,6.6,Female,51,Group_A,72.08,4,1,0.973
1073,Bachelors,6,70.77,4,5.2,Male,53,Group_A,68.06,4,1,0.973
1074,Masters,2,57.17,1,5.5,Female,24,Group_A,64.28,1,1,0.929
1075,Bachelors,18,79.96,1,7.5,Male,31,Group_A,87.99,2,1,0.92
1076,Bachelors,18,65.06,2,6.6,Female,30,Group_B,71.34,3,1,0.937
1077,PhD,8,54.43,2,5.0,Male,38,Group_B,61.62,2,1,0.928
1078,Bachelors,9,65.72,3,4.2,Male,24,Group_B,78.56,2,1,0.872
1079,Bachelors,13,85.01,5,8.0,Male,48,Group_A,91.96,4,1,0.931
1080,Bachelors,17,78.5,0,7.5,Female,56,Group_A,80.69,3,1,0.978
1081,Bachelors,14,66.51,5,7.4,Female,25,Group_B,68.23,2,1,0.983
1082,Bachelors,0,66.51,1,5.8,Male,25,Group_C,75.29,1,1,0.912
1083,Bachelors,5,66.78,2,8.7,Male,53,Group_B,65.09,2,1,0.983
1084,PhD,14,90.77,4,6.8,Male,59,Group_D,89.36,5,1,0.986
1085,Masters,5,73.82,1,9.0,Female,32,Group_D,72.27,4,1,0.984
1086,High School,17,74.3,1,7.2,Male,27,Group_A,68.99,3,1,0.947
1087,Bachelors,0,80.3,2,9.1,Male,56,Group_A,83.81,1,1,0.965
1088,PhD,2,72.39,4,7.3,Female,53,Group_D,62.96,2,1,0.906
1089,Masters,16,67.41,2,8.1,Male,44,Group_A,71.68,5,1,0.957
1090,PhD,15,68.04,3,6.3,Male,58,Group_B,73.99,4,1,0.941
1091,Bachelors,7,69.28,2,5.6,Male,47,Group_D,69.75,3,1,0.995
1092,Masters,16,69.63,1,8.7,Female,55,Group_C,78.01,3,1,0.916
1093,Masters,7,77.28,1,7.6,Female,59,Group_A,72.59,4,1,0.953
1094,Bachelors,16,70.52,5,7.3,Female,32,Group_C,76.48,4,1,0.94
1095,Bachelors,8,77.33,1,9.2,Male,42,Group_B,83.01,5,1,0.943
